ChEMBL_ID,Name,SMILES,pChEMBL_value,activity_type,source
CHEMBL1200596,CHLOROXINE,Oc1c(Cl)cc(Cl)c2cccnc12,5.34,Kd,SARS-CoV-2_Mpro
CHEMBL454129,Unknown,CC1(C)OC2=C(C(=O)C(=O)c3ccccc32)C1n1cc(-c2ccccc2)nn1,5.77,IC50,SARS-CoV-2_Mpro
CHEMBL5188555,Unknown,CN(Cc1cn(C2C3=C(OC2(C)C)c2ccccc2C(=O)C3=O)nn1)C1=CC(=O)c2ccccc2C1=O,5.66,IC50,SARS-CoV-2_Mpro
CHEMBL5206451,Unknown,CN(Cc1cn(C2C3=C(OC2(C)C)c2ccccc2C(=O)C3=O)nn1)C1=C(Br)C(=O)c2ccccc2C1=O,5.51,IC50,SARS-CoV-2_Mpro
CHEMBL2103763,Unknown,O=C1c2c(O)cccc2[C@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21,4.88,IC50,SARS-CoV-2_Mpro
CHEMBL3617994,Unknown,O=C1c2c(O)cccc2[C@@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21,4.79,IC50,SARS-CoV-2_Mpro
CHEMBL5204399,Unknown,COC(=O)/C=C/C(=O)NNC(=O)CCc1ccccc1C(=O)N[C@H](C)c1cccc2ccccc12,7.03,IC50,SARS-CoV-2_Mpro
CHEMBL5182468,Unknown,COC(=O)/C=C/C(=O)NNC(=O)CCc1ccc(NC(C)=O)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.64,IC50,SARS-CoV-2_Mpro
CHEMBL5196343,Unknown,C#CC(=O)NNC(=O)CCc1ccccc1C(=O)N[C@H](C)c1cccc2ccccc12,7.01,IC50,SARS-CoV-2_Mpro
CHEMBL5196473,Unknown,C[C@@H](NC(=O)c1ccccc1CCC(=O)NNC(=O)CCl)c1cccc2ccccc12,5.27,IC50,SARS-CoV-2_Mpro
CHEMBL5208536,Unknown,C[C@@H](NC(=O)c1ccccc1CCC(=O)NNC(=O)CC#N)c1cccc2ccccc12,5.1,IC50,SARS-CoV-2_Mpro
CHEMBL5194538,Unknown,O=c1c2ccccc2[se]n1-c1ccccc1Br,7.59,IC50,SARS-CoV-2_Mpro
CHEMBL5199343,Unknown,O=c1c2ccccc2[se]n1-c1ncccc1O,7.3,IC50,SARS-CoV-2_Mpro
CHEMBL5195364,Unknown,O=c1c2ccccc2[se]n1-c1ccc([N+](=O)[O-])cc1,7.55,IC50,SARS-CoV-2_Mpro
CHEMBL5206009,Unknown,COc1ccc(-n2[se]c3ccccc3c2=O)c(OC)c1,7.28,IC50,SARS-CoV-2_Mpro
CHEMBL5193976,Unknown,O=c1c2ccccc2[se]n1-c1cc(Cl)ccc1F,7.82,IC50,SARS-CoV-2_Mpro
CHEMBL5177233,Unknown,Cc1ccc(Cl)cc1-n1[se]c2ccccc2c1=O,7.42,IC50,SARS-CoV-2_Mpro
CHEMBL5202141,Unknown,Cc1c(Cl)cccc1-n1[se]c2ccccc2c1=O,7.56,IC50,SARS-CoV-2_Mpro
CHEMBL5180964,Unknown,C#CC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,5.41,IC50,SARS-CoV-2_Mpro
CHEMBL5195478,Unknown,CC(C)C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.43,IC50,SARS-CoV-2_Mpro
CHEMBL5200040,Unknown,CCCC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.43,IC50,SARS-CoV-2_Mpro
CHEMBL5207566,Unknown,CCCC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.56,IC50,SARS-CoV-2_Mpro
CHEMBL5203574,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc2ccccc2c1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.57,IC50,SARS-CoV-2_Mpro
CHEMBL5205787,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc([N+](=O)[O-])cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.68,IC50,SARS-CoV-2_Mpro
CHEMBL3885329,Unknown,CC(C)C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.49,IC50,SARS-CoV-2_Mpro
CHEMBL5199094,Unknown,O=C[C@H](C[C@@H]1CCCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)/C=C/c1ccccc1,6.53,IC50,SARS-CoV-2_Mpro
CHEMBL5174138,Unknown,CC(C)C[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.83,IC50,SARS-CoV-2_Mpro
CHEMBL5203407,Unknown,C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,4.91,IC50,SARS-CoV-2_Mpro
CHEMBL3884779,Unknown,CC(C)[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.16,IC50,SARS-CoV-2_Mpro
CHEMBL5182830,Unknown,CC(C)(C)[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.46,IC50,SARS-CoV-2_Mpro
CHEMBL5186446,Unknown,O=C[C@H](C[C@@H]1CCCNC1=O)NC(=O)[C@@H](NC(=O)/C=C/c1ccccc1)c1ccccc1,5.69,IC50,SARS-CoV-2_Mpro
CHEMBL5207769,Unknown,C=CC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.87,IC50,SARS-CoV-2_Mpro
CHEMBL5173857,Unknown,C#CC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.49,IC50,SARS-CoV-2_Mpro
CHEMBL5172144,Unknown,CCC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.26,IC50,SARS-CoV-2_Mpro
CHEMBL5190907,Unknown,CC[C@H](C)[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.45,IC50,SARS-CoV-2_Mpro
CHEMBL5183017,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.55,IC50,SARS-CoV-2_Mpro
CHEMBL5176330,Unknown,Cc1ccc(/C=C/C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]2CCCNC2=O)C(C)C)cc1,6.71,IC50,SARS-CoV-2_Mpro
CHEMBL5189974,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccc(C(C)C)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.64,IC50,SARS-CoV-2_Mpro
CHEMBL5179730,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccc(-c2ccccc2)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.53,IC50,SARS-CoV-2_Mpro
CHEMBL5207843,Unknown,COc1ccc(/C=C/C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]2CCCNC2=O)C(C)C)cc1,6.6,IC50,SARS-CoV-2_Mpro
CHEMBL5189874,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccc(N(C)C)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.23,IC50,SARS-CoV-2_Mpro
CHEMBL5201697,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccc(F)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.51,IC50,SARS-CoV-2_Mpro
CHEMBL5197113,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccccc1F)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.76,IC50,SARS-CoV-2_Mpro
CHEMBL5198279,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1cccc(F)c1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.59,IC50,SARS-CoV-2_Mpro
CHEMBL5169416,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cc2ccccc2[nH]1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.53,IC50,SARS-CoV-2_Mpro
CHEMBL5192541,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc2cc[nH]c2c1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.66,IC50,SARS-CoV-2_Mpro
CHEMBL5182229,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CCc1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.7,IC50,SARS-CoV-2_Mpro
CHEMBL5191197,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.59,IC50,SARS-CoV-2_Mpro
CHEMBL5191663,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc(-c2ccccc2)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.39,IC50,SARS-CoV-2_Mpro
CHEMBL5179310,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)C1CCCCC1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.85,IC50,SARS-CoV-2_Mpro
CHEMBL5175884,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccco1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.63,IC50,SARS-CoV-2_Mpro
CHEMBL5199219,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccoc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.76,IC50,SARS-CoV-2_Mpro
CHEMBL5185152,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc[nH]1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.76,IC50,SARS-CoV-2_Mpro
CHEMBL5206326,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccncc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.82,IC50,SARS-CoV-2_Mpro
CHEMBL5179883,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccnc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.19,IC50,SARS-CoV-2_Mpro
CHEMBL5197105,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccccn1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.25,IC50,SARS-CoV-2_Mpro
CHEMBL5189683,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc(F)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.71,IC50,SARS-CoV-2_Mpro
CHEMBL5192273,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc(Cl)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.83,IC50,SARS-CoV-2_Mpro
CHEMBL5182755,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc(C(F)(F)F)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.85,IC50,SARS-CoV-2_Mpro
CHEMBL5173399,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)C1CCOCC1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.54,IC50,SARS-CoV-2_Mpro
CHEMBL1997422,Unknown,Nc1nonc1-c1nc2ccccc2n1CC(=O)N/N=C/c1ccc(-c2cccc(C(=O)O)c2)o1,4.67,IC50,SARS-CoV-2_Mpro
CHEMBL5199064,Unknown,Cc1cc([N+](=O)[O-])c(-c2ccc(/C=N/NC(=O)c3nonc3N)o2)cc1Cl,4.6,IC50,SARS-CoV-2_Mpro
CHEMBL5170994,Unknown,Cc1cc(-c2ccc(/C=N/NC(=O)Cn3nnnc3N)o2)c([N+](=O)[O-])cc1C,4.76,IC50,SARS-CoV-2_Mpro
CHEMBL5175377,Unknown,Cc1c(NC(=S)N/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)c(=O)n(-c2ccccc2)n1C,4.97,IC50,SARS-CoV-2_Mpro
CHEMBL1992382,Unknown,NC(=S)N/N=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1,5.09,IC50,SARS-CoV-2_Mpro
CHEMBL1994837,Unknown,NC(=S)N/N=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,5.01,IC50,SARS-CoV-2_Mpro
CHEMBL5206721,Unknown,NC(=S)N/N=C/c1ccc(-c2cccc(C(=O)O)c2)o1,4.96,IC50,SARS-CoV-2_Mpro
CHEMBL5186313,Unknown,NC(=S)N/N=C/c1ccc(-c2ccc(C(=O)O)cc2)o1,4.76,IC50,SARS-CoV-2_Mpro
CHEMBL5203288,Unknown,NC(=S)N/N=C/c1ccc(-c2ccc(O)c(C(=O)O)c2)o1,5.04,IC50,SARS-CoV-2_Mpro
CHEMBL5203660,Unknown,N#Cc1cc(-c2ccc(/C=N/NC(N)=S)o2)ccc1O,5.38,IC50,SARS-CoV-2_Mpro
CHEMBL5193704,Unknown,COc1ccc(-c2ccc(/C=N/NC(N)=S)o2)cc1OC,5.24,IC50,SARS-CoV-2_Mpro
CHEMBL5187551,Unknown,NC(=S)N/N=C/c1ccc(-c2ccncc2)o1,5.15,IC50,SARS-CoV-2_Mpro
CHEMBL5180925,Unknown,NC(=S)N/N=C/c1ccc(-c2ccc(F)nc2)o1,5.06,IC50,SARS-CoV-2_Mpro
CHEMBL5195265,Unknown,NC(=S)N/N=C/c1ccc(-c2ccc3cccnc3c2)o1,4.98,IC50,SARS-CoV-2_Mpro
CHEMBL5180049,Unknown,NC(=S)N/N=C/c1ccc(-c2cnc3ccccc3c2)o1,4.99,IC50,SARS-CoV-2_Mpro
CHEMBL5198323,Unknown,NC(=S)N/N=C/c1ccc(Cc2ccccc2)o1,5.81,IC50,SARS-CoV-2_Mpro
CHEMBL5181942,Unknown,NC(=O)c1ccc(-c2ccc(/C=N/NC(N)=S)o2)cc1,5.4,IC50,SARS-CoV-2_Mpro
CHEMBL5198114,Unknown,NC(=S)N/N=C/c1ccc(-c2ccc(S(N)(=O)=O)cc2)o1,5.27,IC50,SARS-CoV-2_Mpro
CHEMBL1965444,Unknown,NC(=S)N/N=C/c1ccc(-c2ccccc2)o1,5.39,IC50,SARS-CoV-2_Mpro
CHEMBL5181310,Unknown,NC(=S)N/N=C/c1ccc(-c2ccc(C(=O)O)cc2F)o1,5.09,IC50,SARS-CoV-2_Mpro
CHEMBL5174417,Unknown,Cc1cc(C(=O)O)ccc1-c1ccc(/C=N/NC(N)=S)o1,5.33,IC50,SARS-CoV-2_Mpro
CHEMBL5195352,Unknown,NC(=S)N/N=C/c1ccc(-c2ccc(C(=O)O)c(O)c2)o1,6.07,IC50,SARS-CoV-2_Mpro
CHEMBL5187397,Unknown,NC(=S)N/N=C/c1ccc(-c2ccc(C(=O)O)c(Cl)c2)o1,4.49,IC50,SARS-CoV-2_Mpro
CHEMBL5172901,Unknown,NC(=S)N/N=C/c1ccc(-c2cccc(C(=O)O)c2Cl)o1,4.39,IC50,SARS-CoV-2_Mpro
CHEMBL5174488,Unknown,NC(=S)N/N=C/c1ccc(-c2ccc(Cl)c(C(=O)O)c2)o1,4.59,IC50,SARS-CoV-2_Mpro
CHEMBL5171994,Unknown,NC(=S)N/N=C/c1ccc(-c2cc(C(=O)O)ccc2Cl)o1,5.0,IC50,SARS-CoV-2_Mpro
CHEMBL5202218,Unknown,NC(=S)N/N=C/c1cc(-c2ccc(C(=O)O)cc2)co1,4.61,IC50,SARS-CoV-2_Mpro
CHEMBL5171422,Unknown,NC(=S)N/N=C/c1ccc(-c2ccc(C(=O)O)cc2)s1,5.24,IC50,SARS-CoV-2_Mpro
CHEMBL5197257,Unknown,NC(=S)N/N=C/c1cccc(-c2ccc(C(=O)O)cc2)c1,5.26,IC50,SARS-CoV-2_Mpro
CHEMBL5196018,Unknown,CC(C)(C)OC(=O)Nc1cccn(C(=O)N[C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,6.17,IC50,SARS-CoV-2_Mpro
CHEMBL5195325,Unknown,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(OC(F)(F)F)cc3)C[C@@H]21,7.82,IC50,SARS-CoV-2_Mpro
CHEMBL1908391,MASITINIB,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,5.6,IC50,SARS-CoV-2_Mpro
CHEMBL5173582,Unknown,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C,8.0,IC50,SARS-CoV-2_Mpro
CHEMBL5182995,Unknown,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)CO)C2(C)C,8.1,IC50,SARS-CoV-2_Mpro
CHEMBL5173858,Unknown,CCOC(=O)C=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)C(F)(F)F)C(C)(C)C)C2(C)C,7.36,IC50,SARS-CoV-2_Mpro
CHEMBL5183165,Unknown,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NC1CC1)C2(C)C,7.72,IC50,SARS-CoV-2_Mpro
CHEMBL5174632,Unknown,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COCc1ccccc1)C2(C)C,7.57,IC50,SARS-CoV-2_Mpro
CHEMBL5185801,Unknown,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nc3ccccc3s1)C2(C)C,7.57,IC50,SARS-CoV-2_Mpro
CHEMBL517080,WITHAFERIN A,CC1=C(CO)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1,6.27,IC50,SARS-CoV-2_Mpro
CHEMBL516703,WITHANONE,CC1=C(C)C(=O)O[C@@H]([C@@H](C)[C@@]2(O)CC[C@H]3[C@@H]4[C@@H]5O[C@@H]5[C@@]5(O)CC=CC(=O)[C@]5(C)[C@H]4CC[C@@]32C)C1,5.75,IC50,SARS-CoV-2_Mpro
CHEMBL5198897,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1cc(Cl)cc(Cl)c1,6.72,IC50,SARS-CoV-2_Mpro
CHEMBL1703831,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1ccccc1,6.72,IC50,SARS-CoV-2_Mpro
CHEMBL5176190,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)NC1CCCCC1,6.8,IC50,SARS-CoV-2_Mpro
CHEMBL5172482,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)NC1CCCC1,6.4,IC50,SARS-CoV-2_Mpro
CHEMBL5207227,Unknown,CCNC(=O)Cn1sc2cc(F)ccc2c1=O,6.42,IC50,SARS-CoV-2_Mpro
CHEMBL5188739,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1ccccc1Cl,6.72,IC50,SARS-CoV-2_Mpro
CHEMBL5176486,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1cccc(Cl)c1,6.85,IC50,SARS-CoV-2_Mpro
CHEMBL5178149,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1ccc(Cl)cc1,6.82,IC50,SARS-CoV-2_Mpro
CHEMBL5170578,Unknown,COc1ccccc1NC(=O)Cn1sc2cc(F)ccc2c1=O,6.75,IC50,SARS-CoV-2_Mpro
CHEMBL5201817,Unknown,COc1cccc(NC(=O)Cn2sc3cc(F)ccc3c2=O)c1,6.82,IC50,SARS-CoV-2_Mpro
CHEMBL5177648,Unknown,COc1ccc(NC(=O)Cn2sc3cc(F)ccc3c2=O)cc1,6.52,IC50,SARS-CoV-2_Mpro
CHEMBL5200414,Unknown,COc1cc(NC(=O)Cn2sc3cc(F)ccc3c2=O)cc(OC)c1,6.92,IC50,SARS-CoV-2_Mpro
CHEMBL5175672,Unknown,CC(C)(C)c1ccc(NC(=O)Cn2sc3cc(F)ccc3c2=O)cc1,6.51,IC50,SARS-CoV-2_Mpro
CHEMBL5177146,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1ccccc1C(F)(F)F,6.47,IC50,SARS-CoV-2_Mpro
CHEMBL5204604,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1cccc(C(F)(F)F)c1,6.6,IC50,SARS-CoV-2_Mpro
CHEMBL5191265,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1ccc(C(F)(F)F)cc1,6.68,IC50,SARS-CoV-2_Mpro
CHEMBL1532997,Unknown,O=c1[nH]sc2cc(F)ccc12,5.64,IC50,SARS-CoV-2_Mpro
CHEMBL5183334,Unknown,CC(C)(C)OC(=O)Cn1sc2cc(F)ccc2c1=O,6.66,IC50,SARS-CoV-2_Mpro
CHEMBL5170392,Unknown,O=C(O)Cn1sc2cc(F)ccc2c1=O,5.8,IC50,SARS-CoV-2_Mpro
CHEMBL5173090,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)NCc1ccccc1,6.64,IC50,SARS-CoV-2_Mpro
CHEMBL5204705,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)NCCc1ccccc1,6.41,IC50,SARS-CoV-2_Mpro
CHEMBL5190812,Unknown,O=C(Nc1ccccc1)n1sc2cc(F)ccc2c1=O,6.17,IC50,SARS-CoV-2_Mpro
CHEMBL5198660,Unknown,CC(=O)NCn1sc2cc(F)ccc2c1=O,6.6,IC50,SARS-CoV-2_Mpro
CHEMBL5198161,Unknown,O=c1c2ccc(F)cc2sn1CCCc1ccccc1,6.27,IC50,SARS-CoV-2_Mpro
CHEMBL1709906,Unknown,O=C(Cn1sc2ccccc2c1=O)Nc1ccccc1,6.78,IC50,SARS-CoV-2_Mpro
CHEMBL5189273,Unknown,O=C(Cn1sc2cccc(F)c2c1=O)Nc1ccccc1,6.93,IC50,SARS-CoV-2_Mpro
CHEMBL5182841,Unknown,O=C(Cn1sc2ccc(F)cc2c1=O)Nc1ccccc1,6.54,IC50,SARS-CoV-2_Mpro
CHEMBL5201634,Unknown,O=C(Cn1sc2c(F)cccc2c1=O)Nc1ccccc1,6.48,IC50,SARS-CoV-2_Mpro
CHEMBL5199130,Unknown,COc1cccc2sn(CC(=O)Nc3ccccc3)c(=O)c12,6.48,IC50,SARS-CoV-2_Mpro
CHEMBL5186395,Unknown,COc1ccc2sn(CC(=O)Nc3ccccc3)c(=O)c2c1,6.82,IC50,SARS-CoV-2_Mpro
CHEMBL5188666,Unknown,COc1ccc2c(=O)n(CC(=O)Nc3ccccc3)sc2c1,6.54,IC50,SARS-CoV-2_Mpro
CHEMBL5182008,Unknown,O=C(Cn1sc2cccc(C(F)(F)F)c2c1=O)Nc1ccccc1,6.65,IC50,SARS-CoV-2_Mpro
CHEMBL5187129,Unknown,O=C(Cn1sc2ccc(C(F)(F)F)cc2c1=O)Nc1ccccc1,6.41,IC50,SARS-CoV-2_Mpro
CHEMBL5191848,Unknown,O=C(Cn1sc2cc(C(F)(F)F)ccc2c1=O)Nc1ccccc1,6.28,IC50,SARS-CoV-2_Mpro
CHEMBL5177329,Unknown,Nc1cccc2sn(CC(=O)Nc3ccccc3)c(=O)c12,5.75,IC50,SARS-CoV-2_Mpro
CHEMBL5175153,Unknown,Nc1ccc2sn(CC(=O)Nc3ccccc3)c(=O)c2c1,6.38,IC50,SARS-CoV-2_Mpro
CHEMBL5191706,Unknown,Nc1ccc2c(=O)n(CC(=O)Nc3ccccc3)sc2c1,6.35,IC50,SARS-CoV-2_Mpro
CHEMBL5187806,Unknown,Nc1cccc2c(=O)n(CC(=O)Nc3ccccc3)sc12,4.96,IC50,SARS-CoV-2_Mpro
CHEMBL5179454,Unknown,O=c1c2ccccc2sn1Cc1ccco1,6.31,IC50,SARS-CoV-2_Mpro
CHEMBL33778,ANACARDIC ACID,CCCCCCCCCCCCCCCc1cccc(O)c1C(=O)O,5.17,IC50,SARS-CoV-2_Mpro
CHEMBL5172191,Unknown,CC(=O)Cc1cc(=O)c2c(C)cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2o1,4.41,IC50,SARS-CoV-2_Mpro
CHEMBL5171569,Unknown,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNCc2ccc3ccccc3c2)[C@@H](O)[C@H]1O,5.02,IC50,SARS-CoV-2_Mpro
CHEMBL5172081,Unknown,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNC(=O)c2ccc3ccccc3c2)[C@@H](O)[C@H]1O,5.57,IC50,SARS-CoV-2_Mpro
CHEMBL5190048,Unknown,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc3ccccc3c2)[C@@H](O)[C@H]1O,7.21,IC50,SARS-CoV-2_Mpro
CHEMBL5172911,Unknown,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc3cccnc3c2)[C@@H](O)[C@H]1O,7.16,IC50,SARS-CoV-2_Mpro
CHEMBL5193934,Unknown,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc3nc(Cl)ccc3c2)[C@@H](O)[C@H]1O,6.36,IC50,SARS-CoV-2_Mpro
CHEMBL5178276,Unknown,CC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc3ccccc3c2)[C@@H](O)[C@H]1O,7.32,IC50,SARS-CoV-2_Mpro
CHEMBL5198248,Unknown,Nc1ncnn2c([C@@H]3O[C@H](CNS(=O)(=O)c4ccc5ccccc5c4)[C@@H](O)[C@H]3O)ccc12,7.03,IC50,SARS-CoV-2_Mpro
